ID,District,Neighborhood,PropertyType,CancellationPolicy,Accommodates,RoomType,Bathrooms,Bedrooms,CleaningFee,Latitude,Longitude,ReviewRating,Price
4292165,Manhattan,Chelsea,Apartment,strict,2,Entire home/apt,1.0,0.0,100.0,40.73877276047881,-73.99975685667697,100.0,250.0
4156015,Manhattan,East Harlem,Apartment,flexible,2,Entire home/apt,1.0,1.0,80.0,40.795911071040365,-73.93316448298614,74.0,93.0
5709013,Manhattan,East Harlem,Apartment,flexible,4,Entire home/apt,1.0,1.0,66.64652473387602,40.78700415682985,-73.94915702679063,84.0,138.0
8389603,Manhattan,East Harlem,Apartment,moderate,2,Entire home/apt,1.0,1.0,35.0,40.797710523590304,-73.93448842852106,100.0,110.0
13204288,Manhattan,Tribeca,Apartment,flexible,1,Private room,1.0,1.0,5.0,40.720129646027004,-74.01203684326858,80.0,100.0
249804,Manhattan,Upper West Side,Apartment,moderate,4,Entire home/apt,1.0,1.0,100.0,40.789637560255215,-73.9820356134795,95.0,130.0
9837051,Manhattan,West Village,Apartment,strict,2,Private room,1.0,1.0,50.0,40.730514848846326,-74.01013066812901,100.0,95.0
15203608,Manhattan,East Village,Apartment,moderate,2,Private room,1.0,1.0,15.0,40.72698472848934,-73.98148800497177,97.0,120.0
6249100,Manhattan,Upper East Side,Apartment,flexible,2,Private room,1.0,1.0,10.0,40.78353821815493,-73.94698793889776,95.0,90.0
6262821,Manhattan,Lower East Side,Apartment,strict,4,Private room,1.5,1.0,45.0,40.71750314972439,-73.98434824255695,95.0,95.0
9016650,Manhattan,Upper East Side,Apartment,moderate,4,Entire home/apt,1.0,1.0,50.0,40.77762498790039,-73.95159752631542,90.0,170.0
17812919,Manhattan,East Harlem,Townhouse,strict,4,Entire home/apt,1.0,1.0,125.0,40.80725805947016,-73.93814976365185,100.0,136.0
3985673,Manhattan,Chelsea,Apartment,strict,2,Entire home/apt,1.0,1.0,80.0,40.75319054548466,-74.00159407997428,100.0,350.0
459066,Manhattan,Upper East Side,Apartment,moderate,2,Entire home/apt,1.0,1.0,80.0,40.767189796476,-73.95302860782077,88.0,150.0
12853400,Manhattan,West Village,Apartment,strict,4,Entire home/apt,1.0,0.0,66.64652473387602,40.73069875570315,-74.00258121173188,96.0,200.0
2339096,Manhattan,Chinatown,Apartment,moderate,2,Private room,1.0,1.0,7.0,40.715902037753374,-73.99058859480728,90.0,70.0
7852370,Manhattan,Nolita,Apartment,strict,2,Entire home/apt,1.0,1.0,125.0,40.724735288199305,-73.99505969897059,100.0,150.0
2197283,Manhattan,Washington Heights,Apartment,strict,2,Entire home/apt,1.0,0.0,75.0,40.84057530009997,-73.938852757221,87.0,80.0
7938492,Manhattan,Upper East Side,Apartment,flexible,2,Entire home/apt,1.0,0.0,66.64652473387602,40.766366589072796,-73.95344504850023,100.0,118.0
10138533,Manhattan,Nolita,Other,moderate,1,Private room,0.0,1.0,66.64652473387602,40.72333163350944,-73.99459413747745,78.0,69.0
17703738,Manhattan,Kips Bay,Apartment,strict,6,Entire home/apt,2.0,1.0,100.0,40.74344782070279,-73.98036478607574,100.0,300.0
1107092,Manhattan,Kips Bay,Apartment,strict,4,Entire home/apt,2.0,2.0,150.0,40.740515139171684,-73.97907191378096,99.0,650.0
14902668,Manhattan,East Village,Apartment,moderate,2,Entire home/apt,1.0,0.0,53.0,40.73084590815628,-73.98312259810425,97.0,172.0
5692807,Manhattan,Chelsea,Apartment,moderate,8,Entire home/apt,1.0,2.0,100.0,40.74404549433051,-73.99914534228456,94.0,250.0
3677995,Manhattan,Harlem,Apartment,strict,5,Entire home/apt,2.0,2.0,100.0,40.80676769835182,-73.94976631652888,86.0,350.0
175069,Manhattan,Morningside Heights,Apartment,moderate,1,Private room,1.0,1.0,66.64652473387602,40.80573111077583,-73.96621101473528,95.0,79.0
2676352,Manhattan,Murray Hill,Apartment,moderate,3,Entire home/apt,1.0,0.0,75.0,40.74933380641877,-73.97725400900603,93.0,168.0
566712,Manhattan,East Village,Apartment,strict,4,Private room,1.0,1.0,85.0,40.72819201915903,-73.97932677889942,94.0,110.0
16178357,Manhattan,Gramercy,Apartment,strict,1,Shared room,1.0,1.0,66.64652473387602,40.73694295491922,-73.98934631489017,91.0,69.0
5144689,Manhattan,Harlem,Apartment,strict,4,Entire home/apt,1.0,2.0,66.64652473387602,40.80515957345747,-73.9429884420626,93.0,117.0
15869053,Manhattan,East Village,Apartment,flexible,2,Private room,1.0,1.0,25.0,40.730870584390956,-73.98402756760744,99.0,78.0
14713719,Manhattan,Flatiron District,Apartment,strict,4,Entire home/apt,1.0,1.0,89.0,40.740354666309024,-73.99097990430276,76.0,99.0
9369127,Manhattan,Greenwich Village,Apartment,flexible,2,Entire home/apt,1.0,1.0,60.0,40.727642796036015,-74.0001788134325,100.0,175.0
6478503,Manhattan,Chinatown,Apartment,flexible,1,Private room,1.0,1.0,50.0,40.71678746831249,-74.00003056708947,98.0,114.0
14821118,Manhattan,East Village,Apartment,strict,2,Entire home/apt,1.0,0.0,50.0,40.72955149776996,-73.97926403920783,95.0,150.0
11693439,Manhattan,Upper East Side,Apartment,flexible,2,Entire home/apt,1.0,0.0,50.0,40.77959771753791,-73.95242174006547,100.0,113.0
763962,Manhattan,East Village,Apartment,strict,2,Private room,2.0,1.0,79.0,40.732170033256565,-73.98839561100586,88.0,79.0
8105926,Manhattan,Upper West Side,Apartment,strict,2,Private room,1.0,1.0,25.0,40.80094436176744,-73.96648045095392,95.0,100.0
1320550,Manhattan,Upper East Side,Apartment,strict,2,Entire home/apt,1.0,1.0,90.0,40.77443754129982,-73.9590767998789,90.0,235.0
7900908,Manhattan,Gramercy,Apartment,strict,4,Entire home/apt,1.0,1.0,125.0,40.73517908844517,-73.98047289263758,98.0,200.0
5693978,Manhattan,Upper West Side,Apartment,flexible,4,Entire home/apt,1.0,1.0,50.0,40.7793702907052,-73.9780495453588,100.0,120.0
6987677,Manhattan,Hell's Kitchen,Apartment,strict,2,Private room,1.0,3.0,50.0,40.76091398359243,-73.990721936665,96.0,109.0
12990789,Manhattan,Financial District,Apartment,strict,4,Entire home/apt,1.0,1.0,66.64652473387602,40.70453141865817,-74.00886745990414,94.0,199.0
14485372,Manhattan,East Harlem,Apartment,strict,6,Entire home/apt,1.0,2.0,100.0,40.78671598504879,-73.94869362691827,84.0,289.0
112304,Manhattan,Harlem,Apartment,flexible,2,Private room,1.0,1.0,30.0,40.80539956578056,-73.95188734361594,100.0,90.0
7824945,Manhattan,Upper West Side,Apartment,moderate,1,Private room,1.0,1.0,30.0,40.80111033838724,-73.96538549497006,97.0,78.0
7727061,Queens,Astoria,Apartment,strict,3,Private room,1.5,1.0,10.0,40.75818368055585,-73.92678555250103,92.0,49.0
17981447,Manhattan,Hell's Kitchen,Apartment,strict,1,Private room,1.0,1.0,37.0,40.75716349079332,-73.99105344975888,95.0,57.0
15646114,Manhattan,Chelsea,Apartment,strict,10,Entire home/apt,1.0,3.0,48.0,40.73831165975168,-73.99887711738823,93.0,453.0
1313141,Manhattan,East Village,Apartment,moderate,2,Entire home/apt,1.0,1.0,100.0,40.72285681202509,-73.98074760293295,92.0,119.0
7339716,Manhattan,West Village,Apartment,moderate,3,Entire home/apt,1.0,1.0,50.0,40.73545484854692,-74.0068554942583,91.0,195.0
4038988,Manhattan,Washington Heights,Apartment,strict,2,Private room,1.0,1.0,66.64652473387602,40.854470411559966,-73.93006717537676,75.0,60.0
5476474,Manhattan,Hell's Kitchen,Apartment,strict,3,Entire home/apt,1.0,1.0,65.0,40.76575469159432,-73.99274839943376,94.0,190.0
1870021,Manhattan,Lower East Side,Apartment,moderate,2,Private room,1.0,1.0,35.0,40.715124991816616,-73.98801210254112,92.0,99.0
13061064,Manhattan,Upper East Side,Apartment,flexible,2,Private room,1.0,1.0,80.0,40.77686956510735,-73.95459602048109,100.0,100.0
10040942,Manhattan,Upper West Side,Apartment,moderate,2,Private room,1.0,1.0,66.64652473387602,40.79897277528775,-73.96600354802561,100.0,95.0
785204,Manhattan,Lower East Side,Apartment,strict,4,Entire home/apt,1.0,1.0,68.0,40.72135324075305,-73.98699567132225,87.0,225.0
11062629,Manhattan,Midtown,Apartment,flexible,2,Private room,1.0,1.0,35.0,40.759569905896655,-73.96802252500396,100.0,70.0
4622005,Manhattan,Chelsea,Apartment,strict,2,Private room,1.0,1.0,66.64652473387602,40.746557069159905,-74.00382812895785,93.0,145.0
6543953,Manhattan,Upper East Side,Apartment,moderate,4,Entire home/apt,2.5,1.0,100.0,40.761818283780606,-73.96634800299795,100.0,600.0
16974228,Manhattan,Kips Bay,Apartment,strict,2,Entire home/apt,1.0,0.0,35.0,40.7425184614406,-73.98052255225177,76.0,177.0
9945730,Manhattan,NoHo,Apartment,strict,3,Private room,1.0,1.0,149.0,40.72816870050116,-73.99286127333032,86.0,99.0
1601955,Manhattan,Financial District,Apartment,strict,8,Entire home/apt,1.0,2.0,165.0,40.70938612054214,-74.00120819178078,95.0,250.0
15631988,Manhattan,West Village,Apartment,strict,3,Entire home/apt,1.0,1.0,66.64652473387602,40.732864914220684,-74.00479902790693,100.0,260.0
4816040,Manhattan,West Village,Apartment,flexible,3,Entire home/apt,1.0,1.0,80.0,40.73430864466169,-74.00573630100557,75.0,190.0
399640,Manhattan,Lower East Side,Apartment,strict,2,Private room,1.0,1.0,50.0,40.719579641989654,-73.99214284169574,98.0,115.0
16690740,Manhattan,Hell's Kitchen,Apartment,flexible,2,Private room,1.0,1.0,75.0,40.764678689250886,-73.99082583055079,100.0,150.0
616290,Manhattan,East Village,Apartment,strict,2,Private room,1.0,1.0,85.0,40.72937143383381,-73.98574477327305,89.0,70.0
10591658,Manhattan,Greenwich Village,Apartment,strict,2,Entire home/apt,1.0,0.0,80.0,40.72842908614596,-73.99989592771,97.0,150.0
14105220,Manhattan,West Village,Apartment,strict,4,Entire home/apt,1.0,1.0,60.0,40.73563703025718,-74.00303075869745,96.0,300.0
1060019,Manhattan,Upper East Side,Apartment,strict,4,Entire home/apt,1.5,1.0,95.0,40.774401550907434,-73.95578114684625,96.0,199.0
535631,Manhattan,Midtown,Apartment,strict,2,Private room,1.0,1.0,40.0,40.756427937551095,-73.96936795605892,98.0,135.0
1535607,Manhattan,East Village,Apartment,strict,1,Private room,1.0,1.0,40.0,40.723074808392646,-73.97910602390613,93.0,92.0
6629968,Manhattan,West Village,Apartment,strict,2,Private room,1.0,1.0,65.0,40.73379774375096,-74.00724740155056,93.0,110.0
4524515,Manhattan,Lower East Side,Apartment,strict,2,Entire home/apt,1.0,0.0,60.0,40.72286498646865,-73.99044137919768,95.0,169.0
15509888,Manhattan,Gramercy,Loft,strict,2,Private room,1.5,1.0,66.64652473387602,40.73555637542778,-73.98633990597402,96.0,105.0
5697371,Manhattan,East Village,Apartment,strict,6,Entire home/apt,1.5,2.0,125.0,40.731386911063005,-73.98778769046743,98.0,450.0
9379983,Manhattan,Theater District,Apartment,flexible,3,Entire home/apt,1.0,1.0,66.64652473387602,40.75572380626029,-73.98530717026081,100.0,205.0
12807273,Manhattan,Financial District,Apartment,strict,7,Entire home/apt,1.0,4.0,40.0,40.708361396492656,-74.00703202239255,85.0,225.0
4261951,Manhattan,Hell's Kitchen,Apartment,strict,3,Entire home/apt,1.0,1.0,65.0,40.764432333623546,-73.99184372730559,100.0,225.0
9406699,Manhattan,Upper East Side,Apartment,strict,6,Entire home/apt,1.0,2.0,100.0,40.76148524302812,-73.96487940358513,81.0,300.0
7920993,Manhattan,Lower East Side,Apartment,strict,5,Entire home/apt,1.0,2.0,95.0,40.717688717974006,-73.98460238903922,93.0,299.0
719621,Manhattan,Harlem,Apartment,flexible,1,Private room,0.5,1.0,66.64652473387602,40.80461047089555,-73.9547059548958,82.0,200.0
593320,Manhattan,Inwood,Apartment,strict,3,Private room,1.0,1.0,60.0,40.86345358011189,-73.92039216507591,89.0,55.0
4733283,Manhattan,East Harlem,Apartment,strict,4,Entire home/apt,1.0,1.0,50.0,40.799515852016384,-73.93325998202795,88.0,100.0
9031081,Manhattan,Washington Heights,Apartment,moderate,3,Private room,1.0,1.0,30.0,40.83337774042598,-73.94066740696144,90.0,49.0
15460904,Manhattan,Upper West Side,Apartment,flexible,2,Private room,1.0,1.0,66.64652473387602,40.801847417666615,-73.96806620041781,80.0,90.0
4503742,Manhattan,Tribeca,Loft,flexible,2,Private room,1.0,1.0,66.64652473387602,40.71806733518881,-74.00956845299541,99.0,120.0
7480795,Manhattan,East Village,Apartment,flexible,2,Private room,1.0,1.0,66.64652473387602,40.72361314392426,-73.98394637325418,93.0,100.0
8664721,Manhattan,Midtown,Apartment,strict,2,Private room,1.0,1.0,40.0,40.74575575855168,-73.98145518924603,99.0,200.0
10968706,Manhattan,Hell's Kitchen,Apartment,strict,4,Entire home/apt,1.0,1.0,50.0,40.765364477073156,-73.990641248011,94.0,125.0
17470776,Manhattan,Chelsea,Apartment,flexible,6,Entire home/apt,1.0,2.0,70.0,40.7523963848719,-74.00413660366895,100.0,550.0
8608793,Manhattan,Harlem,Apartment,flexible,2,Entire home/apt,1.0,1.0,66.64652473387602,40.82514663850355,-73.94284422764308,97.0,99.0
553903,Manhattan,Harlem,Apartment,strict,3,Private room,1.0,1.0,50.0,40.82209977627611,-73.94139559212404,100.0,75.0
17366942,Manhattan,Harlem,Apartment,moderate,2,Private room,1.0,1.0,15.0,40.80113452950774,-73.95286856589256,100.0,70.0
12986202,Manhattan,Hell's Kitchen,Apartment,strict,6,Entire home/apt,1.0,2.0,100.0,40.754076755102155,-73.99750718888961,78.0,199.0
15398620,Manhattan,Lower East Side,Apartment,strict,10,Entire home/apt,2.0,3.0,150.0,40.72167414670989,-73.98755686295483,98.0,586.0
15871616,Manhattan,East Village,Apartment,strict,2,Entire home/apt,1.0,0.0,85.0,40.72972641230143,-73.97972861829255,68.0,120.0
12220661,Manhattan,Washington Heights,Apartment,strict,2,Entire home/apt,1.0,1.0,66.64652473387602,40.85264405071568,-73.92975647658878,100.0,70.0
16053699,Manhattan,Harlem,Apartment,strict,2,Private room,1.0,1.0,20.0,40.80770326242147,-73.95408072613543,100.0,100.0
11148869,Manhattan,Upper East Side,Apartment,strict,3,Entire home/apt,1.0,0.0,80.0,40.77789603437996,-73.95475428418699,89.0,150.0
6592944,Manhattan,West Village,Apartment,moderate,1,Private room,1.0,1.0,35.0,40.74001760103561,-74.00398360008387,96.0,100.0
13189395,Manhattan,West Village,Apartment,strict,2,Private room,1.0,1.0,100.0,40.736669516882,-74.00911378591985,100.0,150.0
17011804,Manhattan,Kips Bay,Apartment,strict,8,Entire home/apt,1.0,4.0,100.0,40.740592120197924,-73.98176966079441,85.0,400.0
4295108,Manhattan,East Harlem,Apartment,flexible,2,Private room,1.0,1.0,45.0,40.801605746773895,-73.94276968564782,94.0,75.0
2359340,Manhattan,Hell's Kitchen,Apartment,strict,4,Entire home/apt,1.0,1.0,120.0,40.763494567944605,-73.98985235056134,91.0,135.0
15648887,Manhattan,Chelsea,Apartment,strict,5,Entire home/apt,1.0,1.0,85.0,40.74212050369634,-74.00423199306405,100.0,229.0
5061178,Manhattan,Washington Heights,Apartment,strict,2,Private room,2.0,1.0,30.0,40.84470430833776,-73.93368632701282,97.0,55.0
15701663,Manhattan,Harlem,Apartment,flexible,4,Entire home/apt,1.0,1.0,80.0,40.81407476020187,-73.95091758759413,100.0,100.0
3125426,Manhattan,East Village,Apartment,strict,2,Private room,1.0,1.0,35.0,40.725355936833616,-73.98132925121699,95.0,139.0
13222631,Manhattan,East Village,Apartment,strict,4,Entire home/apt,1.0,2.0,66.64652473387602,40.72798154086571,-73.98894973381444,80.0,200.0
8672054,Manhattan,Harlem,Apartment,moderate,2,Private room,1.0,1.0,66.64652473387602,40.808053744896505,-73.95381957677296,100.0,65.0
17639955,Manhattan,Harlem,Apartment,flexible,4,Entire home/apt,1.0,1.0,66.64652473387602,40.82601957503586,-73.94917373068638,100.0,130.0
17975818,Manhattan,Chinatown,Apartment,strict,2,Private room,1.5,1.0,20.0,40.718885361888425,-73.99603943871011,100.0,99.0
4664672,Manhattan,Lower East Side,Apartment,strict,3,Entire home/apt,1.0,0.0,85.0,40.719280429906654,-73.98385914624934,87.0,150.0
578274,Manhattan,East Village,Apartment,moderate,2,Entire home/apt,1.0,1.0,66.64652473387602,40.72435941394276,-73.9896433553734,91.0,160.0
12991105,Manhattan,Inwood,Apartment,strict,1,Private room,1.0,1.0,30.0,40.86565525839489,-73.92902295005166,100.0,27.0
5716457,Manhattan,Gramercy,Apartment,strict,2,Entire home/apt,1.0,1.0,66.64652473387602,40.7375029944316,-73.9837672484066,100.0,174.0
7280528,Manhattan,Midtown,Apartment,flexible,1,Private room,1.0,1.0,5.0,40.75785918386014,-73.96606060614428,100.0,75.0
15322155,Manhattan,Hell's Kitchen,Apartment,moderate,2,Private room,1.0,1.0,150.0,40.762396465130784,-73.99879317191626,94.0,245.0
13709234,Manhattan,Harlem,Apartment,flexible,4,Entire home/apt,1.0,1.0,40.0,40.8180736903119,-73.94532053720836,94.0,90.0
3933059,Manhattan,Washington Heights,Apartment,moderate,4,Entire home/apt,1.0,1.0,66.64652473387602,40.85749334164878,-73.93258473019766,80.0,80.0
8826833,Manhattan,Upper East Side,Apartment,flexible,3,Entire home/apt,1.0,0.0,66.64652473387602,40.769001869339036,-73.95410158398961,92.0,200.0
1213991,Manhattan,Hell's Kitchen,Apartment,moderate,6,Private room,1.0,2.0,120.0,40.76247166206296,-73.99294184103476,93.0,240.0
8537628,Manhattan,East Village,Apartment,strict,2,Entire home/apt,1.0,0.0,90.0,40.726573531456296,-73.98806669126114,97.0,250.0
7264736,Manhattan,Midtown,Apartment,strict,6,Private room,1.0,1.0,50.0,40.76489485601568,-73.98202953536969,90.0,150.0
472381,Manhattan,Chinatown,Apartment,strict,2,Entire home/apt,1.0,1.0,35.0,40.71402179516228,-73.99151295071115,90.0,100.0
15703923,Manhattan,Harlem,Apartment,strict,3,Entire home/apt,1.0,0.0,35.0,40.812882634471386,-73.94163230332191,96.0,157.0
12142921,Manhattan,Upper West Side,Apartment,strict,3,Entire home/apt,1.0,0.0,100.0,40.77742588054801,-73.98228553634931,99.0,190.0
17436900,Manhattan,Hell's Kitchen,Apartment,moderate,2,Private room,1.0,1.0,20.0,40.762911797891455,-73.99149875894115,100.0,125.0
8579865,Manhattan,East Village,Apartment,moderate,2,Private room,1.0,1.0,10.0,40.72798665899309,-73.98739071039094,100.0,100.0
6954174,Manhattan,East Village,Apartment,flexible,1,Private room,1.0,1.0,66.64652473387602,40.72854449831402,-73.97965531735562,93.0,120.0
7499674,Manhattan,Harlem,Apartment,strict,6,Entire home/apt,1.0,2.0,70.0,40.817243687965814,-73.94117999866239,94.0,180.0
1934447,Manhattan,East Harlem,Apartment,moderate,2,Private room,1.0,1.0,16.0,40.785496432144434,-73.94855895103467,90.0,64.0
5932046,Manhattan,Washington Heights,Apartment,strict,3,Entire home/apt,1.0,0.0,50.0,40.844454699267466,-73.93722081711914,95.0,100.0
7264263,Manhattan,Upper East Side,Apartment,strict,2,Entire home/apt,1.0,1.0,30.0,40.77258397214028,-73.95213303979159,95.0,120.0
1480002,Manhattan,Lower East Side,Apartment,flexible,2,Private room,1.0,1.0,66.64652473387602,40.7186200884218,-73.99154148999072,80.0,125.0
8172915,Manhattan,Upper West Side,Apartment,flexible,3,Entire home/apt,1.0,0.0,66.64652473387602,40.792597106450046,-73.96894635213586,100.0,130.0
3466246,Manhattan,Washington Heights,Apartment,moderate,2,Private room,1.0,1.0,66.64652473387602,40.844502370504095,-73.93713847824094,88.0,49.0
15915152,Manhattan,Murray Hill,Apartment,strict,4,Entire home/apt,1.0,1.0,99.0,40.74720118230307,-73.97769801067184,88.0,180.0
18076569,Manhattan,Hell's Kitchen,Apartment,strict,4,Entire home/apt,1.0,2.0,66.64652473387602,40.765212261753476,-73.98722681525085,100.0,300.0
4198153,Manhattan,Upper West Side,Apartment,moderate,2,Entire home/apt,1.0,0.0,75.0,40.78706196330575,-73.97744284605581,99.0,225.0
15888295,Manhattan,East Harlem,Apartment,moderate,12,Entire home/apt,1.5,3.0,66.64652473387602,40.786702871049,-73.9432730279992,93.0,250.0
6939024,Manhattan,East Village,Apartment,strict,3,Entire home/apt,1.0,1.0,66.64652473387602,40.725165941169074,-73.98741960250548,91.0,195.0
8643939,Manhattan,Upper East Side,Apartment,strict,1,Private room,1.0,1.0,66.64652473387602,40.78405749898632,-73.9529382044854,100.0,94.0
17717219,Manhattan,East Harlem,Apartment,strict,2,Private room,1.0,1.0,20.0,40.78911682538287,-73.94258280682291,85.0,42.0
13640690,Manhattan,Hell's Kitchen,Apartment,flexible,2,Entire home/apt,1.0,0.0,35.0,40.767511756135065,-73.98482921176438,92.0,134.0
14841969,Manhattan,Nolita,Apartment,strict,3,Entire home/apt,1.0,1.0,100.0,40.72281051026968,-73.99496363248508,97.0,250.0
9238378,Manhattan,Murray Hill,Apartment,strict,1,Private room,1.0,1.0,75.0,40.743815464574816,-73.97199770621597,100.0,126.0
6947017,Manhattan,Upper West Side,Apartment,moderate,2,Private room,1.0,1.0,20.0,40.79421083965389,-73.97096774274065,100.0,89.0
16133815,Manhattan,Washington Heights,Apartment,strict,2,Private room,1.0,1.0,66.64652473387602,40.84476717618803,-73.93525240370843,100.0,60.0
8188644,Manhattan,East Village,Apartment,strict,2,Private room,1.0,1.0,80.0,40.722908914032345,-73.98122173769626,93.0,95.0
14215652,Manhattan,West Village,Apartment,moderate,4,Entire home/apt,1.0,1.0,100.0,40.7362437996416,-74.00310602835368,95.0,290.0
4031297,Manhattan,Greenwich Village,Apartment,moderate,1,Private room,1.0,1.0,25.0,40.72923895655761,-74.00148360639044,99.0,75.0
12958663,Manhattan,Financial District,Apartment,strict,2,Entire home/apt,1.0,1.0,90.0,40.709514872560355,-74.01476163425455,95.0,125.0
4606473,Manhattan,East Village,Apartment,moderate,4,Entire home/apt,1.0,2.0,50.0,40.728873504666346,-73.98633093064822,100.0,219.0
5859899,Manhattan,Upper West Side,Apartment,flexible,2,Private room,1.0,1.0,66.64652473387602,40.79432548363149,-73.97438416233726,100.0,200.0
14595678,Manhattan,East Harlem,Apartment,strict,2,Private room,1.0,1.0,10.0,40.78581660390165,-73.94563537177811,80.0,80.0
2563611,Manhattan,Harlem,Apartment,strict,2,Private room,1.0,1.0,50.0,40.802898227128175,-73.95693981329393,97.0,120.0
15467001,Manhattan,Hell's Kitchen,Apartment,strict,4,Entire home/apt,1.0,1.0,125.0,40.76412748738213,-73.99402070350719,100.0,299.0
4046281,Manhattan,East Village,Apartment,flexible,2,Private room,1.0,1.0,66.64652473387602,40.720869586157775,-73.97951706066642,94.0,150.0
495651,Manhattan,Little Italy,Apartment,strict,3,Entire home/apt,1.0,1.0,66.64652473387602,40.71991887596236,-73.99731810442155,86.0,500.0
16147304,Manhattan,Midtown,Condominium,strict,3,Entire home/apt,1.0,0.0,100.0,40.75302232744302,-73.9722053664538,100.0,499.0
15223819,Manhattan,Harlem,Apartment,strict,4,Entire home/apt,1.0,1.0,66.64652473387602,40.80857379899611,-73.942705016417,98.0,155.0
9755785,Manhattan,Roosevelt Island,Apartment,strict,1,Private room,1.5,1.0,66.64652473387602,40.762061072034655,-73.94904359292516,100.0,45.0
17152842,Manhattan,Midtown,Apartment,strict,4,Entire home/apt,1.0,1.0,100.0,40.7524450386486,-73.98872339740156,100.0,257.0
3902791,Manhattan,West Village,Apartment,moderate,4,Entire home/apt,1.0,1.0,120.0,40.733774325705205,-74.00570062349301,100.0,199.0
7526944,Manhattan,Harlem,Apartment,moderate,2,Private room,1.0,1.0,30.0,40.82583861692567,-73.93893082999881,96.0,75.0
5750871,Manhattan,Lower East Side,Apartment,strict,1,Private room,1.0,1.0,79.0,40.717208593375545,-73.98957420782966,91.0,43.0
1279555,Manhattan,Upper West Side,Apartment,moderate,3,Entire home/apt,1.0,1.0,80.0,40.78227572364237,-73.97268554429758,80.0,200.0
16438334,Manhattan,Financial District,Apartment,strict,5,Entire home/apt,1.0,3.0,65.0,40.707678790117285,-74.01317970031373,67.0,186.0
17142038,Manhattan,East Harlem,Apartment,flexible,4,Entire home/apt,1.0,1.0,100.0,40.786935172903135,-73.95072253015806,100.0,200.0
6846227,Manhattan,East Village,Apartment,strict,5,Entire home/apt,2.5,3.0,225.0,40.72256176218549,-73.98355025868773,97.0,675.0
13193534,Manhattan,Inwood,Apartment,flexible,2,Private room,1.0,1.0,15.0,40.85980671423468,-73.92835268542572,100.0,40.0
15560799,Manhattan,Midtown,Apartment,strict,5,Entire home/apt,1.0,0.0,65.0,40.74768100417776,-73.98723436077414,20.0,195.0
4201905,Manhattan,Financial District,Apartment,strict,2,Entire home/apt,1.0,1.0,100.0,40.70955781454831,-74.01341320852434,100.0,160.0
15645144,Manhattan,Hell's Kitchen,Apartment,moderate,5,Entire home/apt,1.0,1.0,45.0,40.75932509071625,-73.98969808614584,85.0,200.0
66718,Manhattan,Harlem,Apartment,moderate,5,Entire home/apt,1.0,2.0,60.0,40.81322146022488,-73.95305610210998,85.0,128.0
6422762,Manhattan,Upper East Side,Apartment,moderate,2,Private room,1.5,1.0,66.64652473387602,40.78395616893087,-73.95218460720272,93.0,110.0
8149309,Manhattan,Harlem,Apartment,moderate,2,Private room,1.5,1.0,66.64652473387602,40.81163483165865,-73.95438022120449,84.0,80.0
9276535,Manhattan,Morningside Heights,Apartment,moderate,2,Private room,1.0,1.0,66.64652473387602,40.810814938018886,-73.95691221023577,70.0,86.0
13467511,Manhattan,East Village,Apartment,strict,2,Entire home/apt,2.0,1.0,100.0,40.722292444821505,-73.98175147211634,98.0,175.0
10553151,Manhattan,Morningside Heights,Apartment,strict,2,Private room,1.0,1.0,25.0,40.814693452249706,-73.96013354000284,95.0,110.0
10038633,Manhattan,East Harlem,Apartment,flexible,2,Private room,1.0,1.0,66.64652473387602,40.79585976841601,-73.94332460074796,100.0,67.0
11937692,Manhattan,Lower East Side,Apartment,strict,3,Entire home/apt,1.0,1.0,85.0,40.715444084294326,-73.98917664297609,96.0,170.0
10084168,Manhattan,West Village,Apartment,flexible,2,Private room,1.0,1.0,65.0,40.73598795523871,-74.00457777256528,95.0,115.0
11544438,Manhattan,Lower East Side,Apartment,strict,1,Private room,1.0,1.0,40.0,40.71713166112527,-73.98905732637074,94.0,65.0
18140602,Manhattan,East Harlem,Apartment,moderate,4,Private room,1.0,1.0,50.0,40.786726971104066,-73.94248784025112,100.0,95.0
15506957,Manhattan,Upper West Side,Apartment,strict,2,Private room,1.0,1.0,66.64652473387602,40.797668823248,-73.96438337158315,80.0,50.0
9256276,Manhattan,Hell's Kitchen,Apartment,moderate,2,Private room,2.0,1.0,60.0,40.76154923252807,-73.99137313257495,92.0,200.0
14385616,Brooklyn,Williamsburg,Apartment,strict,2,Entire home/apt,1.0,0.0,65.0,40.722069550371046,-73.95697356036389,100.0,135.0
15115837,Manhattan,Upper West Side,Apartment,strict,1,Private room,1.0,1.0,50.0,40.78534607730517,-73.97712219520255,89.0,110.0
2206115,Manhattan,Theater District,Apartment,strict,3,Entire home/apt,1.0,2.0,60.0,40.76282775619109,-73.98562205649918,92.0,189.0
7095534,Manhattan,East Village,Apartment,strict,2,Private room,2.0,1.0,50.0,40.72474038933905,-73.98273243182368,100.0,110.0
6913497,Manhattan,Harlem,Apartment,moderate,2,Private room,1.0,1.0,55.0,40.81943341265488,-73.95289075417007,98.0,70.0
6895837,Manhattan,Tribeca,Apartment,moderate,1,Private room,1.0,1.0,40.0,40.717380545376464,-74.01090616122508,100.0,140.0
798429,Manhattan,Harlem,Apartment,strict,4,Entire home/apt,1.0,1.0,60.0,40.82535511575328,-73.94923176939395,92.0,115.0
